wavenumber,intensity
1869.2,66.0000
1873.3,71.0000
1877.3,43.0000
1881.3,64.0000
1885.3,58.0000
1889.4,48.0000
1893.4,63.0000
1897.4,52.0000
1901.3,35.0000
1905.3,38.0000
1909.3,47.0000
1913.2,67.0000
1917.2,43.0000
1921.1,45.0000
1925.1,41.0000
1929.0,55.0000
1933.0,36.0000
1936.9,44.0000
1940.8,25.0000
1944.7,55.0000
1948.6,60.0000
1952.5,48.0000
1956.4,25.0000
1960.2,34.0000
1964.1,6.0000
1968.0,44.0000
1971.8,38.0000
1975.7,43.0000
1979.5,48.0000
1983.3,70.0000
1987.2,35.0000
1991.0,28.0000
1994.8,30.0000
1998.6,21.0000
2002.4,25.0000
2006.2,0.0000
2010.0,37.0000
2013.8,22.0000
2017.6,7.0000
2021.3,22.0000
2025.1,51.0000
2028.8,46.0000
2032.6,45.0000
2036.3,41.0000
2040.0,44.0000
2043.7,14.0000
2047.4,40.0000
2051.1,11.0000
2054.8,45.0000
2058.5,34.0000
2062.2,35.0000
2065.9,62.0000
2069.5,38.0000
2073.2,38.0000
2076.9,42.0000
2080.5,47.0000
2084.2,60.0000
2087.8,40.0000
2091.4,31.0000
2095.1,52.0000
2098.6,34.0000
2102.3,57.0000
2105.9,44.0000
2109.4,62.0000
2113.1,53.0000
2116.6,19.0000
2120.2,53.0000
2123.8,54.0000
2127.3,56.0000
2130.8,31.0000
2134.4,56.0000
2138.0,46.0000
2141.5,67.0000
2145.0,64.0000
2148.5,85.0000
2152.0,54.0000
2155.5,51.0000
2159.0,71.0000
2162.5,89.0000
2166.0,59.0000
2169.5,89.0000
2173.0,79.0000
2176.4,98.0000
2179.8,93.0000
2183.3,118.0000
2186.7,110.0000
2190.1,134.0000
2193.6,172.0000
2197.0,253.0000
2200.4,339.0000
2203.8,485.0000
2207.3,472.0000
2210.6,292.0000
2214.0,260.0000
2217.4,313.0000
2220.8,367.0000
2224.1,433.0000
2227.5,591.0000
2230.9,702.0000
2234.2,914.0000
2237.5,1444.0000
2240.9,2630.0000
2244.2,5612.0000
2247.5,12372.0000
2250.8,26072.0000
2254.1,33863.0000
2257.4,19293.0000
