wavenumber,intensity
833.4,1507.8200
834.6,1204.6200
835.8,979.4400
837.0,821.3400
838.1,669.8400
839.3,567.9300
840.5,505.2500
841.7,439.8700
842.8,352.7700
844.0,329.3300
845.2,294.4800
846.4,255.3000
847.5,213.4200
848.7,184.0600
849.9,164.4800
851.1,142.7400
852.2,128.6100
853.4,107.9800
854.6,96.0300
855.8,76.5000
856.9,65.1100
858.1,56.4400
859.3,37.4700
860.5,13.3700
861.6,13.3200
862.8,21.0300
864.0,10.8300
865.1,9.3200
866.3,1.7900
867.5,12.2300
868.6,0.0000
869.8,0.0000
871.0,1.8200
872.2,0.0000
873.3,0.0000
874.5,0.0000
875.7,0.0000
876.8,0.0000
878.0,0.0000
879.2,0.0000
880.3,0.0000
881.5,0.0400
882.7,0.0000
883.8,0.0000
885.0,0.0000
886.2,0.0000
887.3,0.0000
888.5,20.0100
889.7,10.4100
890.8,12.1400
892.0,22.0500
893.2,26.5600
894.3,34.8400
895.5,33.9500
896.7,39.0000
897.8,40.2700
899.0,49.6200
900.1,69.7600
901.3,74.8000
902.5,105.7100
903.6,104.8200
904.8,120.0900
906.0,122.4300
907.1,167.8700
908.3,155.6600
909.4,204.8500
910.6,220.6500
911.8,266.0500
912.9,286.6800
914.1,333.6800
915.2,388.2100
916.4,423.8900
917.6,502.0800
918.7,561.9500
919.9,585.7700
921.0,649.3800
922.2,684.4800
923.4,693.7600
924.5,732.0700
925.7,760.1600
926.8,779.1100
928.0,877.6200
929.1,971.2800
930.3,1105.2300
931.4,1257.4300
932.6,1385.4300
933.8,1533.8200
934.9,1632.7500
936.1,1742.9500
937.2,1848.3000
938.4,1852.6400
939.5,1853.7600
940.7,1789.3600
941.8,1730.3500
943.0,1710.0200
944.1,1740.7000
945.3,1759.0200
946.4,1875.0600
947.6,2032.4200
948.7,2237.5300
949.9,2490.9200
951.0,2810.2900
952.2,3109.7700
953.3,3359.3000
954.5,3644.7500
955.6,3695.7000
956.8,3570.6800
957.9,3377.5300
959.1,3010.0800
960.2,2609.9500
961.4,2161.0600
962.5,1806.6200
963.7,1459.7400
964.8,1170.8100
966.0,962.9000
967.1,795.7600
968.3,693.5300
969.4,583.2600
970.5,537.8800
971.7,451.7600
972.8,392.4600
974.0,354.6000
975.1,334.9700
976.3,277.8300
977.4,239.4500
978.6,238.5900
979.7,224.3400
980.9,192.4000
982.0,180.2900
983.1,154.7900
984.3,131.9600
985.4,137.0100
986.6,116.8700
987.7,107.9800
988.8,91.0600
990.0,80.5700
991.1,62.5800
992.3,54.2400
993.4,54.4600
994.5,33.8000
995.7,25.4500
996.8,17.3300
998.0,34.2100
999.1,20.5500
1000.2,9.5700
1001.4,2.8300
1002.5,25.1700
1003.6,22.3300
1004.8,26.4600
1005.9,42.9100
1007.0,23.4700
1008.2,0.0000
1009.3,5.4300
1010.5,0.4100
1011.6,0.0000
1012.7,0.0000
1013.9,0.0000
1015.0,0.0000
1016.1,0.0000
1017.3,0.0800
1018.4,0.1700
1019.5,0.0000
1020.7,0.0000
1021.8,0.0000
1022.9,0.0000
1024.1,0.0000
1025.2,0.0000
1026.3,0.0000
1027.5,0.0000
1028.6,0.0000
1029.7,0.0000
1030.8,1.7100
1032.0,1.7600
1033.1,0.0000
1034.2,9.8700
1035.4,0.0000
1036.5,0.0000
1037.6,0.0000
1038.7,0.0000
1039.9,0.0000
1041.0,0.0000
1042.1,0.0000
1043.2,0.0000
1044.4,0.0000
1045.5,0.0000
1046.6,0.0000
1047.8,0.0000
1048.9,0.0000
1050.0,0.0000
1051.1,0.0000
1052.2,0.0000
1053.4,0.7200
1054.5,0.0000
1055.6,0.3300
1056.8,0.0000
1057.9,6.6100
1059.0,0.0000
1060.1,0.0000
1061.2,4.5100
1062.4,16.3000
1063.5,11.4400
1064.6,18.4400
1065.7,15.7800
1066.8,28.4100
1068.0,26.0100
1069.1,49.4000
1070.2,30.3400
1071.3,46.1200
1072.4,62.9800
1073.6,64.2600
1074.7,85.9600
1075.8,82.9400
1076.9,102.5000
1078.0,120.9800
1079.2,129.8000
1080.3,139.1500
1081.4,168.9400
1082.5,181.0000
1083.6,212.4200
1084.7,226.0900
1085.8,254.8300
1087.0,269.0500
1088.1,296.7300
1089.2,329.2700
1090.3,348.8900
1091.4,379.8200
1092.5,440.3700
1093.6,471.8700
1094.8,522.2200
1095.9,597.3600
1097.0,652.0500
1098.1,738.0100
1099.2,806.2100
1100.3,864.1900
1101.4,949.6700
1102.5,1029.2600
1103.6,1118.0300
1104.8,1210.0600
1105.9,1319.3800
1107.0,1376.9500
1108.1,1475.0000
1109.2,1595.2000
1110.3,1612.3700
1111.4,1665.7100
1112.5,1713.6800
1113.6,1740.6000
1114.7,1764.3000
1115.8,1791.2500
1116.9,1755.5600
1118.0,1723.1000
1119.2,1741.4200
1120.3,1738.6700
1121.4,1702.9600
1122.5,1733.7300
1123.6,1782.3500
1124.7,1838.0200
1125.8,1942.9200
1126.9,2075.9900
1128.0,2208.5700
1129.1,2325.5100
1130.2,2470.0900
1131.3,2581.7100
1132.4,2690.6700
1133.5,2727.1100
1134.6,2754.3700
1135.7,2681.9700
1136.8,2608.4600
1137.9,2427.6500
1139.0,2223.4700
1140.1,2058.2400
1141.2,1840.3600
1142.3,1729.2300
1143.4,1572.5100
1144.5,1415.7200
1145.6,1286.5500
1146.7,1219.2000
1147.8,1170.8200
1148.9,1068.1300
1150.0,1044.1400
1151.1,999.5100
1152.2,985.8200
1153.3,970.5000
1154.4,986.1600
1155.5,973.0100
1156.6,1007.7000
1157.7,1036.9800
1158.8,1054.8400
1159.9,1119.5100
1161.0,1148.8300
1162.1,1224.9800
1163.2,1289.1800
1164.2,1319.1200
1165.3,1369.7600
1166.4,1379.0300
1167.5,1351.2500
1168.6,1359.4300
1169.7,1279.3000
1170.8,1168.6100
1171.9,1061.6800
1173.0,929.0600
1174.1,819.8500
1175.2,719.3200
1176.2,605.0900
1177.3,545.9700
1178.4,443.6600
1179.5,387.2000
1180.6,353.6700
1181.7,291.1500
1182.8,258.1200
1183.9,240.9400
1185.0,217.1800
1186.0,187.9500
1187.1,182.2300
1188.2,163.3700
1189.3,142.8600
1190.4,113.0300
1191.5,116.0500
1192.6,108.1200
1193.7,84.2900
1194.7,55.5100
1195.8,70.5900
1196.9,61.5400
1198.0,39.3200
1199.1,37.4000
